Date,Close/Last,Volume,Open,High,Low
08/26/2020,$41.4917,14428650,$40.384,$41.6419,$40.2808
08/25/2020,$40.7501,8412956,$41.0834,$41.0975,$40.5342
08/24/2020,$41.1162,15266660,$40.2338,$41.135,$40.2245
08/21/2020,$40.431,12931400,$40.4028,$40.5812,$40.1024
08/20/2020,$40.6187,11318750,$40.5812,$40.7736,$40.2714
08/19/2020,$40.6657,9857898,$40.9848,$41.0778,$40.5155
08/18/2020,$40.8722,8717346,$41.0318,$41.0552,$40.6281
08/17/2020,$40.8628,12333640,$41.182,$41.2571,$40.6469
08/14/2020,$41.0881,15238090,$40.9473,$41.473,$40.553
08/13/2020,$40.7314,12649900,$40.4591,$40.7642,$40.3512
08/12/2020,$40.6844,10407810,$40.3747,$41.0458,$40.3371
08/11/2020,$40.3559,17140910,$40.5999,$41.304,$40.2902
08/10/2020,$40.384,16375210,$39.9522,$40.5671,$39.9522
08/07/2020,$40.1869,10353190,$39.9804,$40.2902,$39.8677
08/06/2020,$40.2432,13772210,$39.4641,$40.262,$39.4453
08/05/2020,$39.6988,16212530,$40.6375,$40.8065,$39.6565
08/04/2020,$40.5624,12101500,$40.0085,$40.5859,$39.9335
08/03/2020,$40.2526,13733930,$40.0743,$40.492,$39.8114
07/31/2020,$40.1775,23913540,$40.8722,$40.9661,$39.389
07/30/2020,$40.9942,17658600,$41.7546,$42.4305,$40.4779
07/29/2020,$41.2101,25499880,$40.675,$41.4073,$40.6093
07/28/2020,$40.5624,17574700,$40.2338,$40.8956,$40.1775
07/27/2020,$40.891,18268640,$40.553,$40.9661,$40.5061
07/24/2020,$40.6938,21926090,$40.7689,$41.2101,$40.0883
07/23/2020,$39.8865,22357240,$40.14,$40.3277,$39.741
07/22/2020,$39.9616,16360480,$39.9166,$40.14,$39.8114
07/21/2020,$39.9616,23364260,$39.558,$40.1494,$39.4829
07/20/2020,$39.3796,12964210,$39.4172,$39.5251,$39.2012
07/17/2020,$39.5955,15912940,$39.8771,$39.8771,$39.3327
07/16/2020,$39.558,14817950,$39.1543,$39.5955,$39.1074
07/15/2020,$39.389,21068970,$38.5911,$39.5016,$38.5347
07/14/2020,$38.6568,21030580,$37.5021,$38.76,$37.3903
07/13/2020,$38.056,17464680,$37.9903,$38.58,$37.7181
07/10/2020,$38.0278,19032770,$36.8263,$38.056,$36.7418
07/09/2020,$36.8826,15335570,$37.2675,$37.2862,$36.6338
07/08/2020,$37.305,12535380,$37.6711,$37.7744,$37.0985
07/07/2020,$37.6148,19404840,$37.5866,$37.8776,$37.5491
07/06/2020,$37.8589,17551380,$37.3613,$37.8964,$37.2205
07/02/2020,$36.845,23373150,$37.5866,$37.811,$36.7652
07/01/2020,$37.2675,18269780,$37.183,$37.7462,$36.9858
06/30/2020,$36.5916,22169570,$36.141,$36.7324,$35.7843
06/29/2020,$36.554,20573850,$36.4883,$36.6385,$36.0377
06/26/2020,$36.2818,50945970,$35.9532,$36.3663,$35.6998
06/25/2020,$36.2067,18159330,$36.0096,$36.3663,$35.4557
06/24/2020,$36.1973,20958850,$37.0609,$37.0609,$35.7937
06/23/2020,$36.7981,24917920,$36.5446,$37.2205,$36.3194
06/22/2020,$36.0847,20800740,$36.4226,$36.6573,$35.9673
06/19/2020,$36.7042,35341310,$37.4083,$37.9809,$36.4883
06/18/2020,$37.0234,17008160,$36.7887,$37.1736,$36.5634
06/17/2020,$36.8169,18935710,$37.3426,$37.4458,$36.7183
06/16/2020,$37.3144,21215420,$38.056,$38.5347,$36.7418
06/15/2020,$37.3895,16585940,$36.8826,$37.6289,$36.1785
06/12/2020,$37.0422,18507270,$37.1642,$37.5209,$36.1551
06/11/2020,$36.845,22805910,$38.4033,$38.7413,$36.7887
06/10/2020,$38.8258,15634590,$39.5204,$39.5392,$38.6098
06/09/2020,$39.5673,14414130,$40.0555,$40.262,$39.3139
06/08/2020,$40.4779,17211970,$39.3608,$40.5342,$39.3347
06/05/2020,$39.511,20271640,$39.5486,$40.4591,$39.4172
06/04/2020,$38.76,12756590,$38.4596,$38.8445,$38.3376
06/03/2020,$38.7694,17141880,$38.6286,$39.0276,$38.4784
06/02/2020,$38.2813,19060090,$37.6711,$38.3235,$37.6617
06/01/2020,$37.7181,13351640,$37.1173,$37.8025,$36.9858
05/29/2020,$37.1736,20301650,$37.136,$37.3801,$36.4226
05/28/2020,$37.1267,18254640,$37.5209,$37.6711,$37.0234
05/27/2020,$37.4834,20654980,$37.2018,$37.9903,$37.1924
05/26/2020,$37.0985,21585000,$37.0328,$37.6711,$36.9812
05/22/2020,$36.3663,12383110,$36.3006,$36.6104,$36.1081
05/21/2020,$36.5634,20744200,$36.4602,$36.784,$36.1973
05/20/2020,$36.7699,23123560,$36.2443,$36.8357,$36.141
05/19/2020,$35.8688,27763210,$35.512,$36.2912,$35.0427
05/18/2020,$35.7561,24829560,$34.6766,$36.0002,$34.5733
05/15/2020,$33.7191,31571620,$33.1465,$33.7754,$32.7146
05/14/2020,$33.5689,24334890,$32.6527,$33.6393,$32.0716
05/13/2020,$32.8273,30898650,$33.015,$33.1371,$32.3157
05/12/2020,$33.184,17133010,$33.8599,$34.0101,$33.1746
05/11/2020,$33.9444,21758150,$34.0382,$34.0758,$33.3624
05/08/2020,$34.2964,12979670,$34.0289,$34.4043,$33.7942
05/07/2020,$33.3999,17466640,$33.3999,$33.6815,$33.2028
05/06/2020,$32.9869,20151890,$34.0007,$34.0336,$32.9493
05/05/2020,$33.8411,18784050,$34.1603,$34.2542,$33.7848
05/04/2020,$33.996,24905970,$34.8737,$34.9206,$33.7191
05/01/2020,$34.7141,19951600,$34.8643,$35.2117,$34.5217
04/30/2020,$35.3243,33212490,$34.2729,$35.7045,$33.8036
